"","Tip1","Tip2","TimeDiff","gens","snpsPerGen","snpDist"
"306","3106_190.934434258281","21786_1300.80534853399",1202.4003428236,48,0.104166666666667,5
"307","3106_190.934434258281","21808_1302.46066652684",1204.0556608165,43,0.116279069767442,5
"308","3106_190.934434258281","21897_1307.92936142971",1209.5243557193,39,0.128205128205128,5
"309","3106_190.934434258281","30942_1844.65315464759",1746.248148937,57,0.175438596491228,9.99999999999999
"310","3106_190.934434258281","31926_1894.56679886152",1796.161793151,79,0.139240506329114,11
"311","3106_190.934434258281","30949_1845.1183134844",1746.7133077739,58,0.172413793103448,9.99999999999999
"312","3106_190.934434258281","40301_2235.84502384616",2137.4400181357,62,0.225806451612904,14
"313","3106_190.934434258281","38083_2154.12225116628",2055.7172454558,77,0.181818181818182,14
"314","3106_190.934434258281","41641_2285.04920865465",2186.6442029441,88,0.147727272727272,13
"315","3106_190.934434258281","41220_2269.90886208745",2171.5038563769,75,0.173333333333333,13
"316","3106_190.934434258281","37418_2127.25946143736",2028.8544557269,70,0.214285714285714,15
"317","3106_190.934434258281","34185_1994.62023970808",1896.2152339976,88,0.125,11
"318","3106_190.934434258281","41984_2299.1985825079",2200.7935767974,98,0.142857142857143,14
"319","3106_190.934434258281","37035_2111.91092601268",2013.5059203021,81,0.185185185185185,15
"320","3106_190.934434258281","34922_2031.60673048644",1933.2017247759,62,0.209677419354838,13
