AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
145, 11669_678.132898432071, 24896_1627.20408325761, 99.3660144515, 1048.4371992770
146, 6943_421.148363524664,   145, 145.5788139073, 303.1973343633
147,   144,   146, 150.5768764502, 202.7768721229
148, 21934_1347.22354180799, 25710_1711.88348854676, 54.0225747671, 418.6825215059
149,   148, 16721_949.208755638885, 914.5191833484, 570.5269719464
150, 4197_269.495950772762,   149, 62.4628174814, 171.6486504011
151, 1954_119.029334212151,   150, 136.7065451548, 224.7103442340
152,   147,   151, 62.7309421713, -27.7389462658
153, 21935_1347.39604060319, 21566_1320.43872138301, 119.6259231571, 92.6686039369
154, 22324_1374.13510741985,   153, 257.9273060977, 111.5623161240
155,   154, 15140_857.052789770129, 364.7053566594, 105.5503451074
156, 10559_622.414394135286,   155, 60.0151908866, 189.1032414140
157, 29827_2253.40469438575, 30089_2303.79911576527, 102.6754900034, 153.0699113829
158, 27268_1864.30771491562,   157, 134.1807712557, 420.6022607225
159,   158, 26656_1798.69117838316, 497.8542399787, 566.4184747020
160,   156,   159, 447.9603989809, 1117.8338994133
161,   152,   160, 75.2635420618, 179.6406110065
162,   139,   161, 343.5124603653, 15.5209878379
163, 30531_2418.66822714492, 30350_2371.36912234084, 529.3158680435, 482.0167632394
164,   163, 26871_1823.28583161955, 189.4635153896, 123.3969879078
165,   164, 7259_439.802403672601, 1303.6589505141, 43.5725104749
166,   165, 4247_273.246782630648, 250.1110940500, 127.1279834830
167,   166, 3026_192.929534718377, 78.4444723056, 125.2552078763
168,   162,   167, 24.4550175847, 172.8521390034
169,   138,   168, 271.2585746694, 1.9089346857
170, 2959_188.266052120359, 18322_1077.18906120945, 115.7133057481, 1004.6363148371
171, 5765_358.961812618409, 8154_490.055976507465, 32.8110871594, 163.9052510484
172, 8119_487.919624787994, 9182_549.733134358047, 66.9217495040, 128.7352590741
173,   172, 9694_576.539816458718, 63.1703154995, 218.7122566743
174,   171,   173, 106.3474283016, 138.0242626271
175,   174, 6796_413.003067756138, 71.7188062344, 264.9185768332
176, 13200_752.100746244696, 9908_590.097482275976, 438.6233772578, 276.6201132891
177,   175,   176, 304.4115325584, 469.8044106223
178,   170,   177, 209.8258482367, -19.0539397711
179,   169,   178, 68.7399900084, 38.5536349910
180, 3489_223.352577962456, 6951_421.48464871639, 54.9573950822, 253.0894658361
181,   180, 7078_428.822988739325, 76.1834278653, 336.6112337244
182,   181, 1653_96.2525878106446, 228.9287629551, 232.9695957508
183, 855_32.103802750676,   182, 200.3459807472, 31.5251700563
184, 11151_655.570312715505, 19093_1131.56005158528, 237.4832481932, 713.4729870630
185, 8182_492.767739564444,   184, 158.9337767267, 84.2531016845
186, 4907_311.658318000051,   185, 58.6663474534, 80.8419922912
187, 4999_317.780684147709,   186, 121.5864698201, 56.7977562190
188, 4945_315.169599829953,   187, 162.3381025864, 43.3627170841
189, 6968_422.444219259692, 6967_422.444219259692, 30.4781310738, 30.4781310738
190,   188,   189, 54.9425449758, 294.0771359181
191,   183,   190, 96.6610109409, 362.7921412052
192,   179,   191, 146.5030360086, 57.4265839266
193,   102,   192, 523.4541854603, 284.5975721331
194, 26429_1778.91243236923, 28421_2022.24363533972, 133.0511037194, 376.3823066899
195,   194, 28309_2006.36050327896, 173.4431452654, 533.9423198945
196,   195, 19303_1147.6836765674, 553.7103960618, 228.9758892448
197,   196, 11006_648.432477741787, 343.0482179821, 72.7729084012
198,   197, 8977_537.130881923998, 98.7817080053, 60.2530205887
199,   193,   198, 127.3448827912, 1211.1500891236
