"","Method","PercentSampled","EquivalentPerGenRate","R_Squared"
"1099","Clock Rate",0.01,2,0.966388728265476
"1100","Clock Rate",0.01,0.05,0.717613999155939
"1101","Clock Rate",0.01,0.15,0.650412324931001
"1102","Clock Rate",0.01,0.25,0.791925064500718
"1103","Clock Rate",0.01,0.75,0.973114641852321
"1104","Clock Rate",0.01,1.5,0.964031828173199
"1105","Clock Rate",0.01,3,0.977934265187333
"1106","Generation",0.01,2,0.91091502098683
"1107","Clock Rate",0.01,0.1,0.771900716418225
"1108","Clock Rate",0.01,0.2,0.570245215152733
"1109","Clock Rate",0.01,0.5,0.796106235534005
"1110","Clock Rate",0.01,1,0.961662279414646
"1111","Clock Rate",0.01,2,0.966388728265476
"1112","Clock Rate",0.01,0.05,0.717613999155939
"1113","Clock Rate",0.01,0.15,0.650412324931001
"1114","Clock Rate",0.01,0.25,0.791925064500718
"1115","Clock Rate",0.01,0.75,0.973114641852321
"1116","Clock Rate",0.01,1.5,0.964031828173199
"1117","Clock Rate",0.01,3,0.977934265187333
"1118","Generation",0.01,0.05,0.368357659217483
"1119","Clock Rate",0.01,0.1,0.771900716418225
"1120","Clock Rate",0.01,0.2,0.570245215152733
"1121","Clock Rate",0.01,0.5,0.796106235534005
"1122","Clock Rate",0.01,1,0.961662279414646
"1123","Clock Rate",0.01,2,0.966388728265476
"1124","Clock Rate",0.01,0.05,0.717613999155939
"1125","Clock Rate",0.01,0.15,0.650412324931001
"1126","Clock Rate",0.01,0.25,0.791925064500718
"1127","Clock Rate",0.01,0.75,0.973114641852321
"1128","Clock Rate",0.01,1.5,0.964031828173199
"1129","Clock Rate",0.01,3,0.977934265187333
"1130","Generation",0.01,0.15,0.629880936952615
"1131","Clock Rate",0.01,0.1,0.771900716418225
"1132","Clock Rate",0.01,0.2,0.570245215152733
"1133","Clock Rate",0.01,0.5,0.796106235534005
"1134","Clock Rate",0.01,1,0.961662279414646
"1135","Clock Rate",0.01,2,0.966388728265476
"1136","Clock Rate",0.01,0.05,0.717613999155939
"1137","Clock Rate",0.01,0.15,0.650412324931001
"1138","Clock Rate",0.01,0.25,0.791925064500718
"1139","Clock Rate",0.01,0.75,0.973114641852321
"1140","Clock Rate",0.01,1.5,0.964031828173199
"1141","Clock Rate",0.01,3,0.977934265187333
"1142","Generation",0.01,0.25,0.773556744634885
"1143","Clock Rate",0.01,0.1,0.771900716418225
"1144","Clock Rate",0.01,0.2,0.570245215152733
"1145","Clock Rate",0.01,0.5,0.796106235534005
"1146","Clock Rate",0.01,1,0.961662279414646
"1147","Clock Rate",0.01,2,0.966388728265476
"1148","Clock Rate",0.01,0.05,0.717613999155939
"1149","Clock Rate",0.01,0.15,0.650412324931001
"1150","Clock Rate",0.01,0.25,0.791925064500718
"1151","Clock Rate",0.01,0.75,0.973114641852321
"1152","Clock Rate",0.01,1.5,0.964031828173199
"1153","Clock Rate",0.01,3,0.977934265187333
"1154","Generation",0.01,0.75,0.960543294702897
"1155","Clock Rate",0.01,0.1,0.771900716418225
"1156","Clock Rate",0.01,0.2,0.570245215152733
"1157","Clock Rate",0.01,0.5,0.796106235534005
"1158","Clock Rate",0.01,1,0.961662279414646
"1159","Clock Rate",0.01,2,0.966388728265476
"1160","Clock Rate",0.01,0.05,0.717613999155939
"1161","Clock Rate",0.01,0.15,0.650412324931001
"1162","Clock Rate",0.01,0.25,0.791925064500718
"1163","Clock Rate",0.01,0.75,0.973114641852321
"1164","Clock Rate",0.01,1.5,0.964031828173199
"1165","Clock Rate",0.01,3,0.977934265187333
"1166","Generation",0.01,1.5,0.877712012764155
"1167","Clock Rate",0.01,0.1,0.771900716418225
"1168","Clock Rate",0.01,0.2,0.570245215152733
"1169","Clock Rate",0.01,0.5,0.796106235534005
"1170","Clock Rate",0.01,1,0.961662279414646
"1171","Clock Rate",0.01,2,0.966388728265476
"1172","Clock Rate",0.01,0.05,0.717613999155939
"1173","Clock Rate",0.01,0.15,0.650412324931001
"1174","Clock Rate",0.01,0.25,0.791925064500718
"1175","Clock Rate",0.01,0.75,0.973114641852321
"1176","Clock Rate",0.01,1.5,0.964031828173199
"1177","Clock Rate",0.01,3,0.977934265187333
"1178","Generation",0.01,3,0.955681663019837
"1179","Clock Rate",0.01,0.1,0.771900716418225
"1180","Clock Rate",0.01,0.2,0.570245215152733
"1181","Clock Rate",0.01,0.5,0.796106235534005
"1182","Clock Rate",0.01,1,0.961662279414646
"1183","Clock Rate",0.01,2,0.966388728265476
"1184","Clock Rate",0.01,0.05,0.717613999155939
"1185","Clock Rate",0.01,0.15,0.650412324931001
"1186","Clock Rate",0.01,0.25,0.791925064500718
"1187","Clock Rate",0.01,0.75,0.973114641852321
"1188","Clock Rate",0.01,1.5,0.964031828173199
"1189","Clock Rate",0.01,3,0.977934265187333
"1190","Generation",0.05,0.1,0.519404956655662
"1191","Clock Rate",0.05,0.1,0.739450073096451
"1192","Clock Rate",0.05,0.2,0.46981541280705
"1193","Clock Rate",0.05,0.5,0.775136454981387
"1194","Clock Rate",0.05,1,0.958372138965654
"1195","Clock Rate",0.05,2,0.965181871962391
"1196","Clock Rate",0.05,0.05,0.719835151002221
"1197","Clock Rate",0.05,0.15,0.597576510618989
"1198","Clock Rate",0.05,0.25,0.818700797702157
"1199","Clock Rate",0.05,0.75,0.96658540534054
"1200","Clock Rate",0.05,1.5,0.962550334963206
"1201","Clock Rate",0.05,3,0.979463441823698
"1202","Generation",0.05,0.2,0.691218929382281
"1203","Clock Rate",0.05,0.1,0.739450073096451
"1204","Clock Rate",0.05,0.2,0.46981541280705
"1205","Clock Rate",0.05,0.5,0.775136454981387
"1206","Clock Rate",0.05,1,0.958372138965654
"1207","Clock Rate",0.05,2,0.965181871962391
"1208","Clock Rate",0.05,0.05,0.719835151002221
"1209","Clock Rate",0.05,0.15,0.597576510618989
"1210","Clock Rate",0.05,0.25,0.818700797702157
"1211","Clock Rate",0.05,0.75,0.96658540534054
"1212","Clock Rate",0.05,1.5,0.962550334963206
"1213","Clock Rate",0.05,3,0.979463441823698
"1214","Generation",0.05,0.5,0.696368225690138
"1215","Clock Rate",0.05,0.1,0.739450073096451
"1216","Clock Rate",0.05,0.2,0.46981541280705
"1217","Clock Rate",0.05,0.5,0.775136454981387
"1218","Clock Rate",0.05,1,0.958372138965654
"1219","Clock Rate",0.05,2,0.965181871962391
"1220","Clock Rate",0.05,0.05,0.719835151002221
"1221","Clock Rate",0.05,0.15,0.597576510618989
"1222","Clock Rate",0.05,0.25,0.818700797702157
"1223","Clock Rate",0.05,0.75,0.96658540534054
"1224","Clock Rate",0.05,1.5,0.962550334963206
"1225","Clock Rate",0.05,3,0.979463441823698
"1226","Generation",0.05,1,0.928517673667102
"1227","Clock Rate",0.05,0.1,0.739450073096451
"1228","Clock Rate",0.05,0.2,0.46981541280705
"1229","Clock Rate",0.05,0.5,0.775136454981387
"1230","Clock Rate",0.05,1,0.958372138965654
"1231","Clock Rate",0.05,2,0.965181871962391
"1232","Clock Rate",0.05,0.05,0.719835151002221
"1233","Clock Rate",0.05,0.15,0.597576510618989
"1234","Clock Rate",0.05,0.25,0.818700797702157
"1235","Clock Rate",0.05,0.75,0.96658540534054
"1236","Clock Rate",0.05,1.5,0.962550334963206
"1237","Clock Rate",0.05,3,0.979463441823698
"1238","Generation",0.05,2,0.883494551633705
"1239","Clock Rate",0.05,0.1,0.739450073096451
"1240","Clock Rate",0.05,0.2,0.46981541280705
"1241","Clock Rate",0.05,0.5,0.775136454981387
"1242","Clock Rate",0.05,1,0.958372138965654
"1243","Clock Rate",0.05,2,0.965181871962391
"1244","Clock Rate",0.05,0.05,0.719835151002221
"1245","Clock Rate",0.05,0.15,0.597576510618989
"1246","Clock Rate",0.05,0.25,0.818700797702157
"1247","Clock Rate",0.05,0.75,0.96658540534054
"1248","Clock Rate",0.05,1.5,0.962550334963206
"1249","Clock Rate",0.05,3,0.979463441823698
"1250","Generation",0.05,0.05,0.375327789502981
"1251","Clock Rate",0.05,0.1,0.739450073096451
"1252","Clock Rate",0.05,0.2,0.46981541280705
"1253","Clock Rate",0.05,0.5,0.775136454981387
"1254","Clock Rate",0.05,1,0.958372138965654
"1255","Clock Rate",0.05,2,0.965181871962391
"1256","Clock Rate",0.05,0.05,0.719835151002221
"1257","Clock Rate",0.05,0.15,0.597576510618989
"1258","Clock Rate",0.05,0.25,0.818700797702157
"1259","Clock Rate",0.05,0.75,0.96658540534054
"1260","Clock Rate",0.05,1.5,0.962550334963206
"1261","Clock Rate",0.05,3,0.979463441823698
"1262","Generation",0.05,0.15,0.644001636782939
"1263","Clock Rate",0.05,0.1,0.739450073096451
"1264","Clock Rate",0.05,0.2,0.46981541280705
"1265","Clock Rate",0.05,0.5,0.775136454981387
"1266","Clock Rate",0.05,1,0.958372138965654
"1267","Clock Rate",0.05,2,0.965181871962391
"1268","Clock Rate",0.05,0.05,0.719835151002221
"1269","Clock Rate",0.05,0.15,0.597576510618989
"1270","Clock Rate",0.05,0.25,0.818700797702157
"1271","Clock Rate",0.05,0.75,0.96658540534054
"1272","Clock Rate",0.05,1.5,0.962550334963206
"1273","Clock Rate",0.05,3,0.979463441823698
"1274","Generation",0.05,0.25,0.786226078444071
"1275","Clock Rate",0.05,0.1,0.739450073096451
"1276","Clock Rate",0.05,0.2,0.46981541280705
"1277","Clock Rate",0.05,0.5,0.775136454981387
"1278","Clock Rate",0.05,1,0.958372138965654
"1279","Clock Rate",0.05,2,0.965181871962391
"1280","Clock Rate",0.05,0.05,0.719835151002221
"1281","Clock Rate",0.05,0.15,0.597576510618989
"1282","Clock Rate",0.05,0.25,0.818700797702157
"1283","Clock Rate",0.05,0.75,0.96658540534054
"1284","Clock Rate",0.05,1.5,0.962550334963206
"1285","Clock Rate",0.05,3,0.979463441823698
"1286","Generation",0.05,0.75,0.951145062229433
"1287","Clock Rate",0.05,0.1,0.739450073096451
"1288","Clock Rate",0.05,0.2,0.46981541280705
"1289","Clock Rate",0.05,0.5,0.775136454981387
"1290","Clock Rate",0.05,1,0.958372138965654
"1291","Clock Rate",0.05,2,0.965181871962391
"1292","Clock Rate",0.05,0.05,0.719835151002221
"1293","Clock Rate",0.05,0.15,0.597576510618989
"1294","Clock Rate",0.05,0.25,0.818700797702157
"1295","Clock Rate",0.05,0.75,0.96658540534054
"1296","Clock Rate",0.05,1.5,0.962550334963206
"1297","Clock Rate",0.05,3,0.979463441823698
"1298","Generation",0.05,1.5,0.836475630269284
"1299","Clock Rate",0.05,0.1,0.739450073096451
"1300","Clock Rate",0.05,0.2,0.46981541280705
"1301","Clock Rate",0.05,0.5,0.775136454981387
"1302","Clock Rate",0.05,1,0.958372138965654
"1303","Clock Rate",0.05,2,0.965181871962391
"1304","Clock Rate",0.05,0.05,0.719835151002221
"1305","Clock Rate",0.05,0.15,0.597576510618989
"1306","Clock Rate",0.05,0.25,0.818700797702157
"1307","Clock Rate",0.05,0.75,0.96658540534054
"1308","Clock Rate",0.05,1.5,0.962550334963206
"1309","Clock Rate",0.05,3,0.979463441823698
"1310","Generation",0.05,3,0.951020592107983
"1311","Clock Rate",0.05,0.1,0.739450073096451
"1312","Clock Rate",0.05,0.2,0.46981541280705
"1313","Clock Rate",0.05,0.5,0.775136454981387
"1314","Clock Rate",0.05,1,0.958372138965654
"1315","Clock Rate",0.05,2,0.965181871962391
"1316","Clock Rate",0.05,0.05,0.719835151002221
"1317","Clock Rate",0.05,0.15,0.597576510618989
"1318","Clock Rate",0.05,0.25,0.818700797702157
"1319","Clock Rate",0.05,0.75,0.96658540534054
"1320","Clock Rate",0.05,1.5,0.962550334963206
"1321","Clock Rate",0.05,3,0.979463441823698
"1322","Generation",0.1,0.1,0.526568359731315
"1323","Clock Rate",0.1,0.1,0.743830877335119
"1324","Clock Rate",0.1,0.2,0.475229269195678
"1325","Clock Rate",0.1,0.5,0.772396324779888
"1326","Clock Rate",0.1,1,0.96204327734383
"1327","Clock Rate",0.1,2,0.966674290119948
"1328","Clock Rate",0.1,0.05,0.746437672362549
"1329","Clock Rate",0.1,0.15,0.59449999874213
"1330","Clock Rate",0.1,0.25,0.818464167467582
"1331","Clock Rate",0.1,0.75,0.96600432224426
"1332","Clock Rate",0.1,1.5,0.961502501455915
"1333","Clock Rate",0.1,3,0.981558813487686
"1334","Generation",0.1,0.2,0.715842463930787
"1335","Clock Rate",0.1,0.1,0.743830877335119
"1336","Clock Rate",0.1,0.2,0.475229269195678
"1337","Clock Rate",0.1,0.5,0.772396324779888
"1338","Clock Rate",0.1,1,0.96204327734383
"1339","Clock Rate",0.1,2,0.966674290119948
"1340","Clock Rate",0.1,0.05,0.746437672362549
"1341","Clock Rate",0.1,0.15,0.59449999874213
"1342","Clock Rate",0.1,0.25,0.818464167467582
"1343","Clock Rate",0.1,0.75,0.96600432224426
"1344","Clock Rate",0.1,1.5,0.961502501455915
"1345","Clock Rate",0.1,3,0.981558813487686
"1346","Generation",0.1,0.5,0.728555608386964
"1347","Clock Rate",0.1,0.1,0.743830877335119
"1348","Clock Rate",0.1,0.2,0.475229269195678
"1349","Clock Rate",0.1,0.5,0.772396324779888
"1350","Clock Rate",0.1,1,0.96204327734383
"1351","Clock Rate",0.1,2,0.966674290119948
"1352","Clock Rate",0.1,0.05,0.746437672362549
"1353","Clock Rate",0.1,0.15,0.59449999874213
"1354","Clock Rate",0.1,0.25,0.818464167467582
"1355","Clock Rate",0.1,0.75,0.96600432224426
"1356","Clock Rate",0.1,1.5,0.961502501455915
"1357","Clock Rate",0.1,3,0.981558813487686
"1358","Generation",0.1,1,0.925919449350566
"1359","Clock Rate",0.1,0.1,0.743830877335119
"1360","Clock Rate",0.1,0.2,0.475229269195678
"1361","Clock Rate",0.1,0.5,0.772396324779888
"1362","Clock Rate",0.1,1,0.96204327734383
"1363","Clock Rate",0.1,2,0.966674290119948
"1364","Clock Rate",0.1,0.05,0.746437672362549
"1365","Clock Rate",0.1,0.15,0.59449999874213
"1366","Clock Rate",0.1,0.25,0.818464167467582
"1367","Clock Rate",0.1,0.75,0.96600432224426
"1368","Clock Rate",0.1,1.5,0.961502501455915
"1369","Clock Rate",0.1,3,0.981558813487686
"1370","Generation",0.1,2,0.893210695389471
"1371","Clock Rate",0.1,0.1,0.743830877335119
"1372","Clock Rate",0.1,0.2,0.475229269195678
"1373","Clock Rate",0.1,0.5,0.772396324779888
"1374","Clock Rate",0.1,1,0.96204327734383
"1375","Clock Rate",0.1,2,0.966674290119948
"1376","Clock Rate",0.1,0.05,0.746437672362549
"1377","Clock Rate",0.1,0.15,0.59449999874213
"1378","Clock Rate",0.1,0.25,0.818464167467582
"1379","Clock Rate",0.1,0.75,0.96600432224426
"1380","Clock Rate",0.1,1.5,0.961502501455915
"1381","Clock Rate",0.1,3,0.981558813487686
"1382","Generation",0.1,0.05,0.416764770326486
"1383","Clock Rate",0.1,0.1,0.743830877335119
"1384","Clock Rate",0.1,0.2,0.475229269195678
"1385","Clock Rate",0.1,0.5,0.772396324779888
"1386","Clock Rate",0.1,1,0.96204327734383
"1387","Clock Rate",0.1,2,0.966674290119948
"1388","Clock Rate",0.1,0.05,0.746437672362549
"1389","Clock Rate",0.1,0.15,0.59449999874213
"1390","Clock Rate",0.1,0.25,0.818464167467582
"1391","Clock Rate",0.1,0.75,0.96600432224426
"1392","Clock Rate",0.1,1.5,0.961502501455915
"1393","Clock Rate",0.1,3,0.981558813487686
"1394","Generation",0.1,0.15,0.663872752011487
"1395","Clock Rate",0.1,0.1,0.743830877335119
"1396","Clock Rate",0.1,0.2,0.475229269195678
"1397","Clock Rate",0.1,0.5,0.772396324779888
"1398","Clock Rate",0.1,1,0.96204327734383
"1399","Clock Rate",0.1,2,0.966674290119948
"1400","Clock Rate",0.1,0.05,0.746437672362549
"1401","Clock Rate",0.1,0.15,0.59449999874213
"1402","Clock Rate",0.1,0.25,0.818464167467582
"1403","Clock Rate",0.1,0.75,0.96600432224426
"1404","Clock Rate",0.1,1.5,0.961502501455915
"1405","Clock Rate",0.1,3,0.981558813487686
"1406","Generation",0.1,0.25,0.784945867906923
"1407","Clock Rate",0.1,0.1,0.743830877335119
"1408","Clock Rate",0.1,0.2,0.475229269195678
"1409","Clock Rate",0.1,0.5,0.772396324779888
"1410","Clock Rate",0.1,1,0.96204327734383
"1411","Clock Rate",0.1,2,0.966674290119948
"1412","Clock Rate",0.1,0.05,0.746437672362549
"1413","Clock Rate",0.1,0.15,0.59449999874213
"1414","Clock Rate",0.1,0.25,0.818464167467582
"1415","Clock Rate",0.1,0.75,0.96600432224426
"1416","Clock Rate",0.1,1.5,0.961502501455915
"1417","Clock Rate",0.1,3,0.981558813487686
"1418","Generation",0.1,0.75,0.949499384525908
"1419","Clock Rate",0.1,0.1,0.743830877335119
"1420","Clock Rate",0.1,0.2,0.475229269195678
"1421","Clock Rate",0.1,0.5,0.772396324779888
"1422","Clock Rate",0.1,1,0.96204327734383
"1423","Clock Rate",0.1,2,0.966674290119948
"1424","Clock Rate",0.1,0.05,0.746437672362549
"1425","Clock Rate",0.1,0.15,0.59449999874213
"1426","Clock Rate",0.1,0.25,0.818464167467582
"1427","Clock Rate",0.1,0.75,0.96600432224426
"1428","Clock Rate",0.1,1.5,0.961502501455915
"1429","Clock Rate",0.1,3,0.981558813487686
"1430","Generation",0.1,1.5,0.870193154579643
"1431","Clock Rate",0.1,0.1,0.743830877335119
"1432","Clock Rate",0.1,0.2,0.475229269195678
"1433","Clock Rate",0.1,0.5,0.772396324779888
"1434","Clock Rate",0.1,1,0.96204327734383
"1435","Clock Rate",0.1,2,0.966674290119948
"1436","Clock Rate",0.1,0.05,0.746437672362549
"1437","Clock Rate",0.1,0.15,0.59449999874213
"1438","Clock Rate",0.1,0.25,0.818464167467582
"1439","Clock Rate",0.1,0.75,0.96600432224426
"1440","Clock Rate",0.1,1.5,0.961502501455915
"1441","Clock Rate",0.1,3,0.981558813487686
"1442","Generation",0.1,3,0.951586578679046
"1443","Clock Rate",0.1,0.1,0.743830877335119
"1444","Clock Rate",0.1,0.2,0.475229269195678
"1445","Clock Rate",0.1,0.5,0.772396324779888
"1446","Clock Rate",0.1,1,0.96204327734383
"1447","Clock Rate",0.1,2,0.966674290119948
"1448","Clock Rate",0.1,0.05,0.746437672362549
"1449","Clock Rate",0.1,0.15,0.59449999874213
"1450","Clock Rate",0.1,0.25,0.818464167467582
"1451","Clock Rate",0.1,0.75,0.96600432224426
"1452","Clock Rate",0.1,1.5,0.961502501455915
"1453","Clock Rate",0.1,3,0.981558813487686
"1454","Generation",0.2,0.1,0.521896436276248
"1455","Clock Rate",0.2,0.1,0.747515830543992
"1456","Clock Rate",0.2,0.2,0.4960180984785
"1457","Clock Rate",0.2,0.5,0.762612677172731
"1458","Clock Rate",0.2,1,0.962742820263956
"1459","Clock Rate",0.2,2,0.966383662041948
"1460","Clock Rate",0.2,0.05,0.732819188397614
"1461","Clock Rate",0.2,0.15,0.588199110903281
"1462","Clock Rate",0.2,0.25,0.793120099185438
"1463","Clock Rate",0.2,0.75,0.965854509377805
"1464","Clock Rate",0.2,1.5,0.959774623902754
"1465","Clock Rate",0.2,3,0.98129439058337
"1466","Generation",0.2,0.2,0.707279504287274
"1467","Clock Rate",0.2,0.1,0.747515830543992
"1468","Clock Rate",0.2,0.2,0.4960180984785
"1469","Clock Rate",0.2,0.5,0.762612677172731
"1470","Clock Rate",0.2,1,0.962742820263956
"1471","Clock Rate",0.2,2,0.966383662041948
"1472","Clock Rate",0.2,0.05,0.732819188397614
"1473","Clock Rate",0.2,0.15,0.588199110903281
"1474","Clock Rate",0.2,0.25,0.793120099185438
"1475","Clock Rate",0.2,0.75,0.965854509377805
"1476","Clock Rate",0.2,1.5,0.959774623902754
"1477","Clock Rate",0.2,3,0.98129439058337
"1478","Generation",0.2,0.5,0.711298754171888
"1479","Clock Rate",0.2,0.1,0.747515830543992
"1480","Clock Rate",0.2,0.2,0.4960180984785
"1481","Clock Rate",0.2,0.5,0.762612677172731
"1482","Clock Rate",0.2,1,0.962742820263956
"1483","Clock Rate",0.2,2,0.966383662041948
"1484","Clock Rate",0.2,0.05,0.732819188397614
"1485","Clock Rate",0.2,0.15,0.588199110903281
"1486","Clock Rate",0.2,0.25,0.793120099185438
"1487","Clock Rate",0.2,0.75,0.965854509377805
"1488","Clock Rate",0.2,1.5,0.959774623902754
"1489","Clock Rate",0.2,3,0.98129439058337
"1490","Generation",0.2,1,0.930248536783601
"1491","Clock Rate",0.2,0.1,0.747515830543992
"1492","Clock Rate",0.2,0.2,0.4960180984785
"1493","Clock Rate",0.2,0.5,0.762612677172731
"1494","Clock Rate",0.2,1,0.962742820263956
"1495","Clock Rate",0.2,2,0.966383662041948
"1496","Clock Rate",0.2,0.05,0.732819188397614
"1497","Clock Rate",0.2,0.15,0.588199110903281
"1498","Clock Rate",0.2,0.25,0.793120099185438
"1499","Clock Rate",0.2,0.75,0.965854509377805
"1500","Clock Rate",0.2,1.5,0.959774623902754
"1501","Clock Rate",0.2,3,0.98129439058337
"1502","Generation",0.2,2,0.88653944327543
"1503","Clock Rate",0.2,0.1,0.747515830543992
"1504","Clock Rate",0.2,0.2,0.4960180984785
"1505","Clock Rate",0.2,0.5,0.762612677172731
"1506","Clock Rate",0.2,1,0.962742820263956
"1507","Clock Rate",0.2,2,0.966383662041948
"1508","Clock Rate",0.2,0.05,0.732819188397614
"1509","Clock Rate",0.2,0.15,0.588199110903281
"1510","Clock Rate",0.2,0.25,0.793120099185438
"1511","Clock Rate",0.2,0.75,0.965854509377805
"1512","Clock Rate",0.2,1.5,0.959774623902754
"1513","Clock Rate",0.2,3,0.98129439058337
"1514","Generation",0.2,0.05,0.411617638999124
"1515","Clock Rate",0.2,0.1,0.747515830543992
"1516","Clock Rate",0.2,0.2,0.4960180984785
"1517","Clock Rate",0.2,0.5,0.762612677172731
"1518","Clock Rate",0.2,1,0.962742820263956
"1519","Clock Rate",0.2,2,0.966383662041948
"1520","Clock Rate",0.2,0.05,0.732819188397614
"1521","Clock Rate",0.2,0.15,0.588199110903281
"1522","Clock Rate",0.2,0.25,0.793120099185438
"1523","Clock Rate",0.2,0.75,0.965854509377805
"1524","Clock Rate",0.2,1.5,0.959774623902754
"1525","Clock Rate",0.2,3,0.98129439058337
"1526","Generation",0.2,0.15,0.665001728527754
"1527","Clock Rate",0.2,0.1,0.747515830543992
"1528","Clock Rate",0.2,0.2,0.4960180984785
"1529","Clock Rate",0.2,0.5,0.762612677172731
"1530","Clock Rate",0.2,1,0.962742820263956
"1531","Clock Rate",0.2,2,0.966383662041948
"1532","Clock Rate",0.2,0.05,0.732819188397614
"1533","Clock Rate",0.2,0.15,0.588199110903281
"1534","Clock Rate",0.2,0.25,0.793120099185438
"1535","Clock Rate",0.2,0.75,0.965854509377805
"1536","Clock Rate",0.2,1.5,0.959774623902754
"1537","Clock Rate",0.2,3,0.98129439058337
"1538","Generation",0.2,0.25,0.776257963077226
"1539","Clock Rate",0.2,0.1,0.747515830543992
"1540","Clock Rate",0.2,0.2,0.4960180984785
"1541","Clock Rate",0.2,0.5,0.762612677172731
"1542","Clock Rate",0.2,1,0.962742820263956
"1543","Clock Rate",0.2,2,0.966383662041948
"1544","Clock Rate",0.2,0.05,0.732819188397614
"1545","Clock Rate",0.2,0.15,0.588199110903281
"1546","Clock Rate",0.2,0.25,0.793120099185438
"1547","Clock Rate",0.2,0.75,0.965854509377805
"1548","Clock Rate",0.2,1.5,0.959774623902754
"1549","Clock Rate",0.2,3,0.98129439058337
"1550","Generation",0.2,0.75,0.950547948677893
"1551","Clock Rate",0.2,0.1,0.747515830543992
"1552","Clock Rate",0.2,0.2,0.4960180984785
"1553","Clock Rate",0.2,0.5,0.762612677172731
"1554","Clock Rate",0.2,1,0.962742820263956
"1555","Clock Rate",0.2,2,0.966383662041948
"1556","Clock Rate",0.2,0.05,0.732819188397614
"1557","Clock Rate",0.2,0.15,0.588199110903281
"1558","Clock Rate",0.2,0.25,0.793120099185438
"1559","Clock Rate",0.2,0.75,0.965854509377805
"1560","Clock Rate",0.2,1.5,0.959774623902754
"1561","Clock Rate",0.2,3,0.98129439058337
"1562","Generation",0.2,1.5,0.868488239599174
"1563","Clock Rate",0.2,0.1,0.747515830543992
"1564","Clock Rate",0.2,0.2,0.4960180984785
"1565","Clock Rate",0.2,0.5,0.762612677172731
"1566","Clock Rate",0.2,1,0.962742820263956
"1567","Clock Rate",0.2,2,0.966383662041948
"1568","Clock Rate",0.2,0.05,0.732819188397614
"1569","Clock Rate",0.2,0.15,0.588199110903281
"1570","Clock Rate",0.2,0.25,0.793120099185438
"1571","Clock Rate",0.2,0.75,0.965854509377805
"1572","Clock Rate",0.2,1.5,0.959774623902754
"1573","Clock Rate",0.2,3,0.98129439058337
"1574","Generation",0.2,3,0.95035418520575
"1575","Clock Rate",0.2,0.1,0.747515830543992
"1576","Clock Rate",0.2,0.2,0.4960180984785
"1577","Clock Rate",0.2,0.5,0.762612677172731
"1578","Clock Rate",0.2,1,0.962742820263956
"1579","Clock Rate",0.2,2,0.966383662041948
"1580","Clock Rate",0.2,0.05,0.732819188397614
"1581","Clock Rate",0.2,0.15,0.588199110903281
"1582","Clock Rate",0.2,0.25,0.793120099185438
"1583","Clock Rate",0.2,0.75,0.965854509377805
"1584","Clock Rate",0.2,1.5,0.959774623902754
"1585","Clock Rate",0.2,3,0.98129439058337
"1586","Generation",0.01,0.1,0.823428566930307
"1587","Clock Rate",0.01,0.1,0.195340188496395
"1588","Clock Rate",0.01,0.2,0.109262266186694
"1589","Clock Rate",0.01,0.5,0.817954719955435
"1590","Clock Rate",0.01,1,0.867519045143161
"1591","Clock Rate",0.01,2,0.963429254659924
"1592","Clock Rate",0.01,0.05,0.133853163665256
"1593","Clock Rate",0.01,0.15,0.735766904286517
"1594","Clock Rate",0.01,0.25,0.500766900829422
"1595","Clock Rate",0.01,0.75,0.968999965587585
"1596","Clock Rate",0.01,1.5,0.91959672272416
"1597","Clock Rate",0.01,3,0.88073152023642
"1598","Generation",0.01,0.2,0.506656731800757
"1599","Clock Rate",0.01,0.1,0.195340188496395
"1600","Clock Rate",0.01,0.2,0.109262266186694
"1601","Clock Rate",0.01,0.5,0.817954719955435
"1602","Clock Rate",0.01,1,0.867519045143161
"1603","Clock Rate",0.01,2,0.963429254659924
"1604","Clock Rate",0.01,0.05,0.133853163665256
"1605","Clock Rate",0.01,0.15,0.735766904286517
"1606","Clock Rate",0.01,0.25,0.500766900829422
"1607","Clock Rate",0.01,0.75,0.968999965587585
"1608","Clock Rate",0.01,1.5,0.91959672272416
"1609","Clock Rate",0.01,3,0.88073152023642
"1610","Generation",0.01,0.5,0.874965405140939
"1611","Clock Rate",0.01,0.1,0.195340188496395
"1612","Clock Rate",0.01,0.2,0.109262266186694
"1613","Clock Rate",0.01,0.5,0.817954719955435
"1614","Clock Rate",0.01,1,0.867519045143161
"1615","Clock Rate",0.01,2,0.963429254659924
"1616","Clock Rate",0.01,0.05,0.133853163665256
"1617","Clock Rate",0.01,0.15,0.735766904286517
"1618","Clock Rate",0.01,0.25,0.500766900829422
"1619","Clock Rate",0.01,0.75,0.968999965587585
"1620","Clock Rate",0.01,1.5,0.91959672272416
"1621","Clock Rate",0.01,3,0.88073152023642
"1622","Generation",0.01,1,0.544567158266356
"1623","Clock Rate",0.01,0.1,0.195340188496395
"1624","Clock Rate",0.01,0.2,0.109262266186694
"1625","Clock Rate",0.01,0.5,0.817954719955435
"1626","Clock Rate",0.01,1,0.867519045143161
"1627","Clock Rate",0.01,2,0.963429254659924
"1628","Clock Rate",0.01,0.05,0.133853163665256
"1629","Clock Rate",0.01,0.15,0.735766904286517
"1630","Clock Rate",0.01,0.25,0.500766900829422
"1631","Clock Rate",0.01,0.75,0.968999965587585
