"","Method","PercentSampled","EquivalentPerGenRate","R_Squared"
"1632","Clock Rate",0.01,1.5,0.91959672272416
"1633","Clock Rate",0.01,3,0.88073152023642
"1634","Generation",0.01,2,0.7398898970384
"1635","Clock Rate",0.01,0.1,0.195340188496395
"1636","Clock Rate",0.01,0.2,0.109262266186694
"1637","Clock Rate",0.01,0.5,0.817954719955435
"1638","Clock Rate",0.01,1,0.867519045143161
"1639","Clock Rate",0.01,2,0.963429254659924
"1640","Clock Rate",0.01,0.05,0.133853163665256
"1641","Clock Rate",0.01,0.15,0.735766904286517
"1642","Clock Rate",0.01,0.25,0.500766900829422
"1643","Clock Rate",0.01,0.75,0.968999965587585
"1644","Clock Rate",0.01,1.5,0.91959672272416
"1645","Clock Rate",0.01,3,0.88073152023642
"1646","Generation",0.01,0.05,0.03857985137603
"1647","Clock Rate",0.01,0.1,0.195340188496395
"1648","Clock Rate",0.01,0.2,0.109262266186694
"1649","Clock Rate",0.01,0.5,0.817954719955435
"1650","Clock Rate",0.01,1,0.867519045143161
"1651","Clock Rate",0.01,2,0.963429254659924
"1652","Clock Rate",0.01,0.05,0.133853163665256
"1653","Clock Rate",0.01,0.15,0.735766904286517
"1654","Clock Rate",0.01,0.25,0.500766900829422
"1655","Clock Rate",0.01,0.75,0.968999965587585
"1656","Clock Rate",0.01,1.5,0.91959672272416
"1657","Clock Rate",0.01,3,0.88073152023642
"1658","Generation",0.01,0.15,0.687606642808271
"1659","Clock Rate",0.01,0.1,0.195340188496395
"1660","Clock Rate",0.01,0.2,0.109262266186694
"1661","Clock Rate",0.01,0.5,0.817954719955435
"1662","Clock Rate",0.01,1,0.867519045143161
"1663","Clock Rate",0.01,2,0.963429254659924
"1664","Clock Rate",0.01,0.05,0.133853163665256
"1665","Clock Rate",0.01,0.15,0.735766904286517
"1666","Clock Rate",0.01,0.25,0.500766900829422
"1667","Clock Rate",0.01,0.75,0.968999965587585
"1668","Clock Rate",0.01,1.5,0.91959672272416
"1669","Clock Rate",0.01,3,0.88073152023642
"1670","Generation",0.01,0.25,0.173730939716062
"1671","Clock Rate",0.01,0.1,0.195340188496395
"1672","Clock Rate",0.01,0.2,0.109262266186694
"1673","Clock Rate",0.01,0.5,0.817954719955435
"1674","Clock Rate",0.01,1,0.867519045143161
"1675","Clock Rate",0.01,2,0.963429254659924
"1676","Clock Rate",0.01,0.05,0.133853163665256
"1677","Clock Rate",0.01,0.15,0.735766904286517
"1678","Clock Rate",0.01,0.25,0.500766900829422
"1679","Clock Rate",0.01,0.75,0.968999965587585
"1680","Clock Rate",0.01,1.5,0.91959672272416
"1681","Clock Rate",0.01,3,0.88073152023642
"1682","Generation",0.01,0.75,0.806748486391948
"1683","Clock Rate",0.01,0.1,0.195340188496395
"1684","Clock Rate",0.01,0.2,0.109262266186694
"1685","Clock Rate",0.01,0.5,0.817954719955435
"1686","Clock Rate",0.01,1,0.867519045143161
"1687","Clock Rate",0.01,2,0.963429254659924
"1688","Clock Rate",0.01,0.05,0.133853163665256
"1689","Clock Rate",0.01,0.15,0.735766904286517
"1690","Clock Rate",0.01,0.25,0.500766900829422
"1691","Clock Rate",0.01,0.75,0.968999965587585
"1692","Clock Rate",0.01,1.5,0.91959672272416
"1693","Clock Rate",0.01,3,0.88073152023642
"1694","Generation",0.01,1.5,0.54745031886547
"1695","Clock Rate",0.01,0.1,0.195340188496395
"1696","Clock Rate",0.01,0.2,0.109262266186694
"1697","Clock Rate",0.01,0.5,0.817954719955435
"1698","Clock Rate",0.01,1,0.867519045143161
"1699","Clock Rate",0.01,2,0.963429254659924
"1700","Clock Rate",0.01,0.05,0.133853163665256
"1701","Clock Rate",0.01,0.15,0.735766904286517
"1702","Clock Rate",0.01,0.25,0.500766900829422
"1703","Clock Rate",0.01,0.75,0.968999965587585
"1704","Clock Rate",0.01,1.5,0.91959672272416
"1705","Clock Rate",0.01,3,0.88073152023642
"1706","Generation",0.01,3,0.704737939471805
"1707","Clock Rate",0.01,0.1,0.195340188496395
"1708","Clock Rate",0.01,0.2,0.109262266186694
"1709","Clock Rate",0.01,0.5,0.817954719955435
"1710","Clock Rate",0.01,1,0.867519045143161
"1711","Clock Rate",0.01,2,0.963429254659924
"1712","Clock Rate",0.01,0.05,0.133853163665256
"1713","Clock Rate",0.01,0.15,0.735766904286517
"1714","Clock Rate",0.01,0.25,0.500766900829422
"1715","Clock Rate",0.01,0.75,0.968999965587585
"1716","Clock Rate",0.01,1.5,0.91959672272416
"1717","Clock Rate",0.01,3,0.88073152023642
"1718","Generation",0.05,0.1,0.606055536334477
"1719","Clock Rate",0.05,0.1,0.225640609930353
"1720","Clock Rate",0.05,0.2,0.506995845489271
"1721","Clock Rate",0.05,0.5,0.742075431872403
"1722","Clock Rate",0.05,1,0.849839360551962
"1723","Clock Rate",0.05,2,0.976386686392945
"1724","Clock Rate",0.05,0.05,0.0688301603645116
"1725","Clock Rate",0.05,0.15,0.65533846512972
"1726","Clock Rate",0.05,0.25,0.480402255202127
"1727","Clock Rate",0.05,0.75,0.906680377106987
"1728","Clock Rate",0.05,1.5,0.938487638519291
"1729","Clock Rate",0.05,3,0.955799974393396
"1730","Generation",0.05,0.2,0.650724453725881
"1731","Clock Rate",0.05,0.1,0.225640609930353
"1732","Clock Rate",0.05,0.2,0.506995845489271
"1733","Clock Rate",0.05,0.5,0.742075431872403
"1734","Clock Rate",0.05,1,0.849839360551962
"1735","Clock Rate",0.05,2,0.976386686392945
"1736","Clock Rate",0.05,0.05,0.0688301603645116
"1737","Clock Rate",0.05,0.15,0.65533846512972
"1738","Clock Rate",0.05,0.25,0.480402255202127
"1739","Clock Rate",0.05,0.75,0.906680377106987
"1740","Clock Rate",0.05,1.5,0.938487638519291
"1741","Clock Rate",0.05,3,0.955799974393396
"1742","Generation",0.05,0.5,0.390851089669778
"1743","Clock Rate",0.05,0.1,0.225640609930353
"1744","Clock Rate",0.05,0.2,0.506995845489271
"1745","Clock Rate",0.05,0.5,0.742075431872403
"1746","Clock Rate",0.05,1,0.849839360551962
"1747","Clock Rate",0.05,2,0.976386686392945
"1748","Clock Rate",0.05,0.05,0.0688301603645116
"1749","Clock Rate",0.05,0.15,0.65533846512972
"1750","Clock Rate",0.05,0.25,0.480402255202127
"1751","Clock Rate",0.05,0.75,0.906680377106987
"1752","Clock Rate",0.05,1.5,0.938487638519291
"1753","Clock Rate",0.05,3,0.955799974393396
"1754","Generation",0.05,1,0.605970825763335
"1755","Clock Rate",0.05,0.1,0.225640609930353
"1756","Clock Rate",0.05,0.2,0.506995845489271
"1757","Clock Rate",0.05,0.5,0.742075431872403
"1758","Clock Rate",0.05,1,0.849839360551962
"1759","Clock Rate",0.05,2,0.976386686392945
"1760","Clock Rate",0.05,0.05,0.0688301603645116
"1761","Clock Rate",0.05,0.15,0.65533846512972
"1762","Clock Rate",0.05,0.25,0.480402255202127
"1763","Clock Rate",0.05,0.75,0.906680377106987
"1764","Clock Rate",0.05,1.5,0.938487638519291
"1765","Clock Rate",0.05,3,0.955799974393396
"1766","Generation",0.05,2,0.763040969251899
"1767","Clock Rate",0.05,0.1,0.225640609930353
"1768","Clock Rate",0.05,0.2,0.506995845489271
"1769","Clock Rate",0.05,0.5,0.742075431872403
"1770","Clock Rate",0.05,1,0.849839360551962
"1771","Clock Rate",0.05,2,0.976386686392945
"1772","Clock Rate",0.05,0.05,0.0688301603645116
"1773","Clock Rate",0.05,0.15,0.65533846512972
"1774","Clock Rate",0.05,0.25,0.480402255202127
"1775","Clock Rate",0.05,0.75,0.906680377106987
"1776","Clock Rate",0.05,1.5,0.938487638519291
"1777","Clock Rate",0.05,3,0.955799974393396
"1778","Generation",0.05,0.05,0.0373392492395403
"1779","Clock Rate",0.05,0.1,0.225640609930353
"1780","Clock Rate",0.05,0.2,0.506995845489271
"1781","Clock Rate",0.05,0.5,0.742075431872403
"1782","Clock Rate",0.05,1,0.849839360551962
"1783","Clock Rate",0.05,2,0.976386686392945
"1784","Clock Rate",0.05,0.05,0.0688301603645116
"1785","Clock Rate",0.05,0.15,0.65533846512972
"1786","Clock Rate",0.05,0.25,0.480402255202127
"1787","Clock Rate",0.05,0.75,0.906680377106987
"1788","Clock Rate",0.05,1.5,0.938487638519291
"1789","Clock Rate",0.05,3,0.955799974393396
"1790","Generation",0.05,0.15,0.445844209427874
"1791","Clock Rate",0.05,0.1,0.225640609930353
"1792","Clock Rate",0.05,0.2,0.506995845489271
"1793","Clock Rate",0.05,0.5,0.742075431872403
"1794","Clock Rate",0.05,1,0.849839360551962
"1795","Clock Rate",0.05,2,0.976386686392945
"1796","Clock Rate",0.05,0.05,0.0688301603645116
"1797","Clock Rate",0.05,0.15,0.65533846512972
"1798","Clock Rate",0.05,0.25,0.480402255202127
"1799","Clock Rate",0.05,0.75,0.906680377106987
"1800","Clock Rate",0.05,1.5,0.938487638519291
"1801","Clock Rate",0.05,3,0.955799974393396
"1802","Generation",0.05,0.25,0.43530911998282
"1803","Clock Rate",0.05,0.1,0.225640609930353
"1804","Clock Rate",0.05,0.2,0.506995845489271
"1805","Clock Rate",0.05,0.5,0.742075431872403
"1806","Clock Rate",0.05,1,0.849839360551962
"1807","Clock Rate",0.05,2,0.976386686392945
"1808","Clock Rate",0.05,0.05,0.0688301603645116
"1809","Clock Rate",0.05,0.15,0.65533846512972
"1810","Clock Rate",0.05,0.25,0.480402255202127
"1811","Clock Rate",0.05,0.75,0.906680377106987
"1812","Clock Rate",0.05,1.5,0.938487638519291
"1813","Clock Rate",0.05,3,0.955799974393396
"1814","Generation",0.05,0.75,0.732045809783993
"1815","Clock Rate",0.05,0.1,0.225640609930353
"1816","Clock Rate",0.05,0.2,0.506995845489271
"1817","Clock Rate",0.05,0.5,0.742075431872403
"1818","Clock Rate",0.05,1,0.849839360551962
"1819","Clock Rate",0.05,2,0.976386686392945
"1820","Clock Rate",0.05,0.05,0.0688301603645116
"1821","Clock Rate",0.05,0.15,0.65533846512972
"1822","Clock Rate",0.05,0.25,0.480402255202127
"1823","Clock Rate",0.05,0.75,0.906680377106987
"1824","Clock Rate",0.05,1.5,0.938487638519291
"1825","Clock Rate",0.05,3,0.955799974393396
"1826","Generation",0.05,1.5,0.771324741075982
"1827","Clock Rate",0.05,0.1,0.225640609930353
"1828","Clock Rate",0.05,0.2,0.506995845489271
"1829","Clock Rate",0.05,0.5,0.742075431872403
"1830","Clock Rate",0.05,1,0.849839360551962
"1831","Clock Rate",0.05,2,0.976386686392945
"1832","Clock Rate",0.05,0.05,0.0688301603645116
"1833","Clock Rate",0.05,0.15,0.65533846512972
"1834","Clock Rate",0.05,0.25,0.480402255202127
"1835","Clock Rate",0.05,0.75,0.906680377106987
"1836","Clock Rate",0.05,1.5,0.938487638519291
"1837","Clock Rate",0.05,3,0.955799974393396
"1838","Generation",0.05,3,0.738823448521241
"1839","Clock Rate",0.05,0.1,0.225640609930353
"1840","Clock Rate",0.05,0.2,0.506995845489271
"1841","Clock Rate",0.05,0.5,0.742075431872403
"1842","Clock Rate",0.05,1,0.849839360551962
"1843","Clock Rate",0.05,2,0.976386686392945
"1844","Clock Rate",0.05,0.05,0.0688301603645116
"1845","Clock Rate",0.05,0.15,0.65533846512972
"1846","Clock Rate",0.05,0.25,0.480402255202127
"1847","Clock Rate",0.05,0.75,0.906680377106987
"1848","Clock Rate",0.05,1.5,0.938487638519291
"1849","Clock Rate",0.05,3,0.955799974393396
"1850","Generation",0.1,0.1,0.682280915799211
"1851","Clock Rate",0.1,0.1,0.187091043954617
"1852","Clock Rate",0.1,0.2,0.535198992247143
"1853","Clock Rate",0.1,0.5,0.770721475897705
"1854","Clock Rate",0.1,1,0.859673072841841
"1855","Clock Rate",0.1,2,0.975915114268609
"1856","Clock Rate",0.1,0.05,0.102074709833899
"1857","Clock Rate",0.1,0.15,0.670121792359156
"1858","Clock Rate",0.1,0.25,0.54859059642468
"1859","Clock Rate",0.1,0.75,0.90203774817756
"1860","Clock Rate",0.1,1.5,0.917227915626019
"1861","Clock Rate",0.1,3,0.957257002477484
"1862","Generation",0.1,0.2,0.531947548316644
"1863","Clock Rate",0.1,0.1,0.187091043954617
"1864","Clock Rate",0.1,0.2,0.535198992247143
"1865","Clock Rate",0.1,0.5,0.770721475897705
"1866","Clock Rate",0.1,1,0.859673072841841
"1867","Clock Rate",0.1,2,0.975915114268609
"1868","Clock Rate",0.1,0.05,0.102074709833899
"1869","Clock Rate",0.1,0.15,0.670121792359156
"1870","Clock Rate",0.1,0.25,0.54859059642468
"1871","Clock Rate",0.1,0.75,0.90203774817756
"1872","Clock Rate",0.1,1.5,0.917227915626019
"1873","Clock Rate",0.1,3,0.957257002477484
"1874","Generation",0.1,0.5,0.405373537058866
"1875","Clock Rate",0.1,0.1,0.187091043954617
"1876","Clock Rate",0.1,0.2,0.535198992247143
"1877","Clock Rate",0.1,0.5,0.770721475897705
"1878","Clock Rate",0.1,1,0.859673072841841
"1879","Clock Rate",0.1,2,0.975915114268609
"1880","Clock Rate",0.1,0.05,0.102074709833899
"1881","Clock Rate",0.1,0.15,0.670121792359156
"1882","Clock Rate",0.1,0.25,0.54859059642468
"1883","Clock Rate",0.1,0.75,0.90203774817756
"1884","Clock Rate",0.1,1.5,0.917227915626019
"1885","Clock Rate",0.1,3,0.957257002477484
"1886","Generation",0.1,1,0.641396053259216
"1887","Clock Rate",0.1,0.1,0.187091043954617
"1888","Clock Rate",0.1,0.2,0.535198992247143
"1889","Clock Rate",0.1,0.5,0.770721475897705
"1890","Clock Rate",0.1,1,0.859673072841841
"1891","Clock Rate",0.1,2,0.975915114268609
"1892","Clock Rate",0.1,0.05,0.102074709833899
"1893","Clock Rate",0.1,0.15,0.670121792359156
"1894","Clock Rate",0.1,0.25,0.54859059642468
"1895","Clock Rate",0.1,0.75,0.90203774817756
"1896","Clock Rate",0.1,1.5,0.917227915626019
"1897","Clock Rate",0.1,3,0.957257002477484
"1898","Generation",0.1,2,0.787727852994171
"1899","Clock Rate",0.1,0.1,0.187091043954617
"1900","Clock Rate",0.1,0.2,0.535198992247143
"1901","Clock Rate",0.1,0.5,0.770721475897705
"1902","Clock Rate",0.1,1,0.859673072841841
"1903","Clock Rate",0.1,2,0.975915114268609
"1904","Clock Rate",0.1,0.05,0.102074709833899
"1905","Clock Rate",0.1,0.15,0.670121792359156
"1906","Clock Rate",0.1,0.25,0.54859059642468
"1907","Clock Rate",0.1,0.75,0.90203774817756
"1908","Clock Rate",0.1,1.5,0.917227915626019
"1909","Clock Rate",0.1,3,0.957257002477484
"1910","Generation",0.1,0.05,0.00101431233587758
"1911","Clock Rate",0.1,0.1,0.187091043954617
"1912","Clock Rate",0.1,0.2,0.535198992247143
"1913","Clock Rate",0.1,0.5,0.770721475897705
"1914","Clock Rate",0.1,1,0.859673072841841
"1915","Clock Rate",0.1,2,0.975915114268609
"1916","Clock Rate",0.1,0.05,0.102074709833899
"1917","Clock Rate",0.1,0.15,0.670121792359156
"1918","Clock Rate",0.1,0.25,0.54859059642468
"1919","Clock Rate",0.1,0.75,0.90203774817756
"1920","Clock Rate",0.1,1.5,0.917227915626019
"1921","Clock Rate",0.1,3,0.957257002477484
"1922","Generation",0.1,0.15,0.610457910281828
"1923","Clock Rate",0.1,0.1,0.187091043954617
"1924","Clock Rate",0.1,0.2,0.535198992247143
"1925","Clock Rate",0.1,0.5,0.770721475897705
"1926","Clock Rate",0.1,1,0.859673072841841
"1927","Clock Rate",0.1,2,0.975915114268609
"1928","Clock Rate",0.1,0.05,0.102074709833899
"1929","Clock Rate",0.1,0.15,0.670121792359156
"1930","Clock Rate",0.1,0.25,0.54859059642468
"1931","Clock Rate",0.1,0.75,0.90203774817756
"1932","Clock Rate",0.1,1.5,0.917227915626019
"1933","Clock Rate",0.1,3,0.957257002477484
"1934","Generation",0.1,0.25,0.479030590248471
"1935","Clock Rate",0.1,0.1,0.187091043954617
"1936","Clock Rate",0.1,0.2,0.535198992247143
"1937","Clock Rate",0.1,0.5,0.770721475897705
"1938","Clock Rate",0.1,1,0.859673072841841
"1939","Clock Rate",0.1,2,0.975915114268609
"1940","Clock Rate",0.1,0.05,0.102074709833899
"1941","Clock Rate",0.1,0.15,0.670121792359156
"1942","Clock Rate",0.1,0.25,0.54859059642468
"1943","Clock Rate",0.1,0.75,0.90203774817756
"1944","Clock Rate",0.1,1.5,0.917227915626019
"1945","Clock Rate",0.1,3,0.957257002477484
"1946","Generation",0.1,0.75,0.734112008998982
"1947","Clock Rate",0.1,0.1,0.187091043954617
"1948","Clock Rate",0.1,0.2,0.535198992247143
"1949","Clock Rate",0.1,0.5,0.770721475897705
"1950","Clock Rate",0.1,1,0.859673072841841
"1951","Clock Rate",0.1,2,0.975915114268609
"1952","Clock Rate",0.1,0.05,0.102074709833899
"1953","Clock Rate",0.1,0.15,0.670121792359156
"1954","Clock Rate",0.1,0.25,0.54859059642468
"1955","Clock Rate",0.1,0.75,0.90203774817756
"1956","Clock Rate",0.1,1.5,0.917227915626019
"1957","Clock Rate",0.1,3,0.957257002477484
"1958","Generation",0.1,1.5,0.762772155273787
"1959","Clock Rate",0.1,0.1,0.187091043954617
"1960","Clock Rate",0.1,0.2,0.535198992247143
"1961","Clock Rate",0.1,0.5,0.770721475897705
"1962","Clock Rate",0.1,1,0.859673072841841
"1963","Clock Rate",0.1,2,0.975915114268609
"1964","Clock Rate",0.1,0.05,0.102074709833899
"1965","Clock Rate",0.1,0.15,0.670121792359156
"1966","Clock Rate",0.1,0.25,0.54859059642468
"1967","Clock Rate",0.1,0.75,0.90203774817756
"1968","Clock Rate",0.1,1.5,0.917227915626019
"1969","Clock Rate",0.1,3,0.957257002477484
"1970","Generation",0.1,3,0.729475662585315
"1971","Clock Rate",0.1,0.1,0.187091043954617
"1972","Clock Rate",0.1,0.2,0.535198992247143
"1973","Clock Rate",0.1,0.5,0.770721475897705
"1974","Clock Rate",0.1,1,0.859673072841841
"1975","Clock Rate",0.1,2,0.975915114268609
"1976","Clock Rate",0.1,0.05,0.102074709833899
"1977","Clock Rate",0.1,0.15,0.670121792359156
"1978","Clock Rate",0.1,0.25,0.54859059642468
"1979","Clock Rate",0.1,0.75,0.90203774817756
"1980","Clock Rate",0.1,1.5,0.917227915626019
"1981","Clock Rate",0.1,3,0.957257002477484
"1982","Generation",0.2,0.1,0.614456091382823
"1983","Clock Rate",0.2,0.1,0.231492657912004
"1984","Clock Rate",0.2,0.2,0.498309253274317
"1985","Clock Rate",0.2,0.5,0.712005963309908
"1986","Clock Rate",0.2,1,0.869036174749244
"1987","Clock Rate",0.2,2,0.979054460456012
"1988","Clock Rate",0.2,0.05,0.111457097503322
"1989","Clock Rate",0.2,0.15,0.672456764263031
"1990","Clock Rate",0.2,0.25,0.540951130615931
"1991","Clock Rate",0.2,0.75,0.906964300252838
"1992","Clock Rate",0.2,1.5,0.927493774393781
"1993","Clock Rate",0.2,3,0.942818150549465
"1994","Generation",0.2,0.2,0.523167781739037
"1995","Clock Rate",0.2,0.1,0.231492657912004
"1996","Clock Rate",0.2,0.2,0.498309253274317
"1997","Clock Rate",0.2,0.5,0.712005963309908
"1998","Clock Rate",0.2,1,0.869036174749244
"1999","Clock Rate",0.2,2,0.979054460456012
"2000","Clock Rate",0.2,0.05,0.111457097503322
"2001","Clock Rate",0.2,0.15,0.672456764263031
"2002","Clock Rate",0.2,0.25,0.540951130615931
"2003","Clock Rate",0.2,0.75,0.906964300252838
"2004","Clock Rate",0.2,1.5,0.927493774393781
"2005","Clock Rate",0.2,3,0.942818150549465
"2006","Generation",0.2,0.5,0.471800965064471
"2007","Clock Rate",0.2,0.1,0.231492657912004
"2008","Clock Rate",0.2,0.2,0.498309253274317
"2009","Clock Rate",0.2,0.5,0.712005963309908
"2010","Clock Rate",0.2,1,0.869036174749244
"2011","Clock Rate",0.2,2,0.979054460456012
"2012","Clock Rate",0.2,0.05,0.111457097503322
"2013","Clock Rate",0.2,0.15,0.672456764263031
"2014","Clock Rate",0.2,0.25,0.540951130615931
"2015","Clock Rate",0.2,0.75,0.906964300252838
"2016","Clock Rate",0.2,1.5,0.927493774393781
"2017","Clock Rate",0.2,3,0.942818150549465
"2018","Generation",0.2,1,0.64729133049054
"2019","Clock Rate",0.2,0.1,0.231492657912004
"2020","Clock Rate",0.2,0.2,0.498309253274317
"2021","Clock Rate",0.2,0.5,0.712005963309908
"2022","Clock Rate",0.2,1,0.869036174749244
"2023","Clock Rate",0.2,2,0.979054460456012
"2024","Clock Rate",0.2,0.05,0.111457097503322
"2025","Clock Rate",0.2,0.15,0.672456764263031
"2026","Clock Rate",0.2,0.25,0.540951130615931
"2027","Clock Rate",0.2,0.75,0.906964300252838
"2028","Clock Rate",0.2,1.5,0.927493774393781
"2029","Clock Rate",0.2,3,0.942818150549465
"2030","Generation",0.2,2,0.787779621989019
"2031","Clock Rate",0.2,0.1,0.231492657912004
"2032","Clock Rate",0.2,0.2,0.498309253274317
"2033","Clock Rate",0.2,0.5,0.712005963309908
"2034","Clock Rate",0.2,1,0.869036174749244
"2035","Clock Rate",0.2,2,0.979054460456012
"2036","Clock Rate",0.2,0.05,0.111457097503322
"2037","Clock Rate",0.2,0.15,0.672456764263031
"2038","Clock Rate",0.2,0.25,0.540951130615931
"2039","Clock Rate",0.2,0.75,0.906964300252838
"2040","Clock Rate",0.2,1.5,0.927493774393781
"2041","Clock Rate",0.2,3,0.942818150549465
"2042","Generation",0.2,0.05,0.00353876854949759
"2043","Clock Rate",0.2,0.1,0.231492657912004
"2044","Clock Rate",0.2,0.2,0.498309253274317
"2045","Clock Rate",0.2,0.5,0.712005963309908
"2046","Clock Rate",0.2,1,0.869036174749244
"2047","Clock Rate",0.2,2,0.979054460456012
"2048","Clock Rate",0.2,0.05,0.111457097503322
"2049","Clock Rate",0.2,0.15,0.672456764263031
"2050","Clock Rate",0.2,0.25,0.540951130615931
"2051","Clock Rate",0.2,0.75,0.906964300252838
"2052","Clock Rate",0.2,1.5,0.927493774393781
"2053","Clock Rate",0.2,3,0.942818150549465
"2054","Generation",0.2,0.15,0.473932054644721
"2055","Clock Rate",0.2,0.1,0.231492657912004
"2056","Clock Rate",0.2,0.2,0.498309253274317
"2057","Clock Rate",0.2,0.5,0.712005963309908
"2058","Clock Rate",0.2,1,0.869036174749244
"2059","Clock Rate",0.2,2,0.979054460456012
"2060","Clock Rate",0.2,0.05,0.111457097503322
"2061","Clock Rate",0.2,0.15,0.672456764263031
"2062","Clock Rate",0.2,0.25,0.540951130615931
"2063","Clock Rate",0.2,0.75,0.906964300252838
"2064","Clock Rate",0.2,1.5,0.927493774393781
"2065","Clock Rate",0.2,3,0.942818150549465
"2066","Generation",0.2,0.25,0.535383697951879
"2067","Clock Rate",0.2,0.1,0.231492657912004
"2068","Clock Rate",0.2,0.2,0.498309253274317
"2069","Clock Rate",0.2,0.5,0.712005963309908
"2070","Clock Rate",0.2,1,0.869036174749244
"2071","Clock Rate",0.2,2,0.979054460456012
"2072","Clock Rate",0.2,0.05,0.111457097503322
"2073","Clock Rate",0.2,0.15,0.672456764263031
