"","Tip1","Tip2","TimeDiff","gens","snpsPerGen","snpDist"
"263","37942_2148.91084162002","39148_2193.57472782498",2698.5839121689,121,0.107438016528926,13
"264","37942_2148.91084162002","37393_2126.20321831696",2631.2124026609,101,0.108910891089109,11
"265","37942_2148.91084162002","47664_2490.38934106348",2995.3985254072,108,0.12962962962963,14
"266","37942_2148.91084162002","47273_2476.49086427515",2981.5000486189,101,0.138613861386139,14
"267","37942_2148.91084162002","48184_2508.85516292338",3013.8643472672,99,0.161616161616162,16
"268","37942_2148.91084162002","45822_2431.67059678621",2936.67978113,102,0.137254901960784,14
"269","37942_2148.91084162002","45288_2415.17104493238",2920.1802292762,111,0.126126126126126,14
"270","37942_2148.91084162002","43280_2346.1634623787",2851.1726467225,113,0.123893805309735,14
"271","37942_2148.91084162002","43281_2346.1634623787",2851.1726467225,111,0.126126126126126,14
"272","37942_2148.91084162002","43279_2346.1634623787",2851.1726467225,111,0.126126126126126,14
"273","37942_2148.91084162002","42162_2305.79891868687",2810.8081030306,116,0.120689655172414,14
"274","37942_2148.91084162002","42294_2311.41576793953",2816.4249522833,76,0.171052631578947,13
"275","37942_2148.91084162002","41771_2289.80081328725",2794.809997631,123,0.105691056910569,13
"276","37942_2148.91084162002","42144_2304.9903829258",2809.9995672696,102,0.117647058823529,12
"277","37942_2148.91084162002","39852_2219.62724842252",2724.6364327663,110,0.109090909090909,12
"278","37942_2148.91084162002","40260_2234.41969848214",2739.428882826,105,0.104761904761905,11
"279","37942_2148.91084162002","41477_2279.10998056597",2784.1191649098,96,0.125,12
"280","37942_2148.91084162002","44544_2390.48370015721",2895.4928845011,99,0.121212121212121,12
"281","37942_2148.91084162002","44335_2383.47766728074",2888.4868516246,101,0.118811881188119,12
"282","37942_2148.91084162002","48377_2515.79570076425",3020.8048851082,112,0.125,14
"283","37942_2148.91084162002","47109_2471.63675522313",2976.6459395671,112,0.107142857142857,12
"284","37942_2148.91084162002","48099_2505.49528062508",3010.504464969,140,0.0857142857142857,12
"285","37942_2148.91084162002","46365_2448.42950579759",2953.4386901415,105,0.114285714285714,12
"286","37942_2148.91084162002","47644_2489.20119467866",2994.2103790225,102,0.117647058823529,12
"287","37942_2148.91084162002","45857_2432.81618439547",2937.8253687394,116,0.120689655172414,14
"288","37942_2148.91084162002","42565_2320.13789012732",2825.1470744712,99,0.121212121212121,12
"289","37942_2148.91084162002","42456_2316.97176740124",2821.9809517451,110,0.1,11
"290","37942_2148.91084162002","40425_2240.17482360508",2745.184007949,101,0.108910891089109,11
"291","37942_2148.91084162002","39340_2199.24244598974",2704.2516303337,85,0.129411764705882,11
"292","37942_2148.91084162002","39343_2199.24244598974",2704.2516303336,96,0.114583333333333,11
"293","37942_2148.91084162002","38584_2173.277411568",2678.2865959118,92,0.119565217391304,11
"294","37942_2148.91084162002","39688_2212.81812190804",2717.8273062519,92,0.119565217391304,11
"295","37942_2148.91084162002","36310_2087.60628649605",2592.6154708398,86,0.127906976744186,11
"296","37942_2148.91084162002","35998_2075.20569883268",2580.2148831765,84,0.130952380952381,11
"297","37942_2148.91084162002","35530_2056.7632807308",2561.7724650746,111,0.0990990990990991,11
"298","48017_2502.58451272461","47228_2475.266893833",51.5928255808,1,0,0
"299","48017_2502.58451272461","45536_2423.6517708182",102.0424782188,3,0.333333333333333,1
"300","48017_2502.58451272461","46269_2444.76903027884",255.12324194,10,0.2,2
"301","48017_2502.58451272461","46358_2448.09801426453",258.4522259257,11,0.181818181818182,2
"302","48017_2502.58451272461","48494_2519.107282407",329.4614940682,16,0.25,4
"303","48017_2502.58451272461","45337_2417.23587598812",227.5900876493,12,0.166666666666667,2
"304","48017_2502.58451272461","44741_2397.63768370721",207.9918953684,7,0.285714285714286,2
"305","48017_2502.58451272461","38424_2166.68041206292",374.6611529811,15,0.333333333333333,5
